Date,Product,Value
2006-07-14,Motor Gasoline,214194
2006-07-21,Crude Oil,1724029
2006-07-21,Distillate Fuel Oil,131897
2006-07-21,Motor Gasoline,211030
2006-07-28,Crude Oil,1729169
2006-07-28,Distillate Fuel Oil,132558
2006-07-28,Motor Gasoline,210868
2006-08-04,Crude Oil,1727124
2006-08-04,Distillate Fuel Oil,132422
2006-08-04,Motor Gasoline,207659
2006-08-11,Crude Oil,1728282
2006-08-11,Distillate Fuel Oil,133170
2006-08-11,Motor Gasoline,205393
2006-08-18,Crude Oil,1732544
2006-08-18,Distillate Fuel Oil,135481
2006-08-18,Motor Gasoline,205795
2006-08-25,Crude Oil,1736554
2006-08-25,Distillate Fuel Oil,136845
2006-08-25,Motor Gasoline,206162
2006-09-01,Crude Oil,1738407
2006-09-01,Distillate Fuel Oil,139947
2006-09-01,Motor Gasoline,206880
2006-09-08,Crude Oil,1742849
2006-09-08,Distillate Fuel Oil,144588
2006-09-08,Motor Gasoline,206994
2006-09-15,Crude Oil,1747111
2006-09-15,Distillate Fuel Oil,148670
2006-09-15,Motor Gasoline,207554
2006-09-22,Crude Oil,1756269
2006-09-22,Distillate Fuel Oil,151288
2006-09-22,Motor Gasoline,213899
2006-09-29,Crude Oil,1760297
2006-09-29,Distillate Fuel Oil,151466
2006-09-29,Motor Gasoline,215052
2006-10-06,Crude Oil,1760630
2006-10-06,Distillate Fuel Oil,149946
2006-10-06,Motor Gasoline,215397
2006-10-13,Crude Oil,1754844
2006-10-13,Distillate Fuel Oil,145399
2006-10-13,Motor Gasoline,210175
2006-10-20,Crude Oil,1743769
2006-10-20,Distillate Fuel Oil,143981
2006-10-20,Motor Gasoline,207416
2006-10-27,Crude Oil,1740668
2006-10-27,Distillate Fuel Oil,141258
2006-10-27,Motor Gasoline,204617
2006-11-03,Crude Oil,1733971
2006-11-03,Distillate Fuel Oil,138583
2006-11-03,Motor Gasoline,204033
2006-11-10,Crude Oil,1725042
2006-11-10,Distillate Fuel Oil,135018
2006-11-10,Motor Gasoline,200252
2006-11-17,Crude Oil,1728917
2006-11-17,Distillate Fuel Oil,133820
2006-11-17,Motor Gasoline,201658
2006-11-24,Crude Oil,1721370
2006-11-24,Distillate Fuel Oil,132818
2006-11-24,Motor Gasoline,201069
2006-12-01,Crude Oil,1717000
2006-12-01,Distillate Fuel Oil,132359
2006-12-01,Motor Gasoline,200031
2006-12-08,Crude Oil,1709531
2006-12-08,Distillate Fuel Oil,131914
2006-12-08,Motor Gasoline,199857
2006-12-15,Crude Oil,1701601
2006-12-15,Distillate Fuel Oil,133120
2006-12-15,Motor Gasoline,200915
2006-12-22,Crude Oil,1694233
2006-12-22,Distillate Fuel Oil,133592
2006-12-22,Motor Gasoline,203853
2006-12-29,Crude Oil,1696033
2006-12-29,Distillate Fuel Oil,135563
2006-12-29,Motor Gasoline,209532
2007-01-05,Crude Oil,1702671
2007-01-05,Distillate Fuel Oil,140965
2007-01-05,Motor Gasoline,213295
2007-01-12,Crude Oil,1711726
2007-01-12,Distillate Fuel Oil,141875
2007-01-12,Motor Gasoline,216786
2007-01-19,Crude Oil,1713186
2007-01-19,Distillate Fuel Oil,142625
2007-01-19,Motor Gasoline,220795
2007-01-26,Crude Oil,1713489
2007-01-26,Distillate Fuel Oil,139977
2007-01-26,Motor Gasoline,224614
2007-02-02,Crude Oil,1702993
2007-02-02,Distillate Fuel Oil,136345
2007-02-02,Motor Gasoline,227214
2007-02-09,Crude Oil,1691701
2007-02-09,Distillate Fuel Oil,133327
2007-02-09,Motor Gasoline,225156
2007-02-16,Crude Oil,1680640
2007-02-16,Distillate Fuel Oil,128290
2007-02-16,Motor Gasoline,222115
2007-02-23,Crude Oil,1671763
2007-02-23,Distillate Fuel Oil,124503
2007-02-23,Motor Gasoline,220175
2007-03-02,Crude Oil,1655871
2007-03-02,Distillate Fuel Oil,123172
2007-03-02,Motor Gasoline,216425
2007-03-09,Crude Oil,1653306
2007-03-09,Distillate Fuel Oil,120439
2007-03-09,Motor Gasoline,213939
2007-03-16,Crude Oil,1650396
2007-03-16,Distillate Fuel Oil,118729
2007-03-16,Motor Gasoline,210489
2007-03-23,Crude Oil,1650791
2007-03-23,Distillate Fuel Oil,118029
2007-03-23,Motor Gasoline,210231
2007-03-30,Crude Oil,1653439
2007-03-30,Distillate Fuel Oil,117952
2007-03-30,Motor Gasoline,205201
2007-04-06,Crude Oil,1653410
2007-04-06,Distillate Fuel Oil,118122
2007-04-06,Motor Gasoline,199725
2007-04-13,Crude Oil,1653888
2007-04-13,Distillate Fuel Oil,117327
2007-04-13,Motor Gasoline,197007
2007-04-20,Crude Oil,1653879
2007-04-20,Distillate Fuel Oil,117332
2007-04-20,Motor Gasoline,194214
2007-04-27,Crude Oil,1654328
2007-04-27,Distillate Fuel Oil,117134
2007-04-27,Motor Gasoline,193099
2007-05-04,Crude Oil,1660763
2007-05-04,Distillate Fuel Oil,118764
2007-05-04,Motor Gasoline,193471
2007-05-11,Crude Oil,1667816
2007-05-11,Distillate Fuel Oil,119756
2007-05-11,Motor Gasoline,195235
2007-05-18,Crude Oil,1674276
2007-05-18,Distillate Fuel Oil,120268
2007-05-18,Motor Gasoline,196666
2007-05-25,Crude Oil,1676311
2007-05-25,Distillate Fuel Oil,120415
2007-05-25,Motor Gasoline,198027
2007-06-01,Crude Oil,1680364
2007-06-01,Distillate Fuel Oil,122279
2007-06-01,Motor Gasoline,201537
2007-06-08,Crude Oil,1681031
2007-06-08,Distillate Fuel Oil,122566
2007-06-08,Motor Gasoline,201540
2007-06-15,Crude Oil,1690913
2007-06-15,Distillate Fuel Oil,122723
2007-06-15,Motor Gasoline,203331
2007-06-22,Crude Oil,1691475
2007-06-22,Distillate Fuel Oil,120448
2007-06-22,Motor Gasoline,202582
2007-06-29,Crude Oil,1699716
2007-06-29,Distillate Fuel Oil,121610
2007-06-29,Motor Gasoline,204433
2007-07-06,Crude Oil,1702157
2007-07-06,Distillate Fuel Oil,122370
2007-07-06,Motor Gasoline,205576
2007-07-13,Crude Oil,1703406
2007-07-13,Distillate Fuel Oil,122225
2007-07-13,Motor Gasoline,203341
2007-07-20,Crude Oil,1708146
2007-07-20,Distillate Fuel Oil,123653
2007-07-20,Motor Gasoline,204134
2007-07-27,Crude Oil,1707404
2007-07-27,Distillate Fuel Oil,126542
2007-07-27,Motor Gasoline,204720
2007-08-03,Crude Oil,1707282
2007-08-03,Distillate Fuel Oil,127516
2007-08-03,Motor Gasoline,202997
2007-08-10,Crude Oil,1702775
2007-08-10,Distillate Fuel Oil,127669
2007-08-10,Motor Gasoline,201940
2007-08-17,Crude Oil,1703286
2007-08-17,Distillate Fuel Oil,129025
2007-08-17,Motor Gasoline,196231
2007-08-24,Crude Oil,1701127
2007-08-24,Distillate Fuel Oil,129914
2007-08-24,Motor Gasoline,192564
2007-08-31,Crude Oil,1695710
2007-08-31,Distillate Fuel Oil,132170
2007-08-31,Motor Gasoline,191083
2007-09-07,Crude Oil,1692514
2007-09-07,Distillate Fuel Oil,133963
2007-09-07,Motor Gasoline,190417
2007-09-14,Crude Oil,1690125
2007-09-14,Distillate Fuel Oil,135527
2007-09-14,Motor Gasoline,190834
2007-09-21,Crude Oil,1695938
2007-09-21,Distillate Fuel Oil,137060
2007-09-21,Motor Gasoline,191366
2007-09-28,Crude Oil,1697152
2007-09-28,Distillate Fuel Oil,135887
2007-09-28,Motor Gasoline,191325
2007-10-05,Crude Oil,1696632
2007-10-05,Distillate Fuel Oil,135324
2007-10-05,Motor Gasoline,193000
2007-10-12,Crude Oil,1699669
2007-10-12,Distillate Fuel Oil,136318
2007-10-12,Motor Gasoline,195768
2007-10-19,Crude Oil,1692369
2007-10-19,Distillate Fuel Oil,134471
2007-10-19,Motor Gasoline,193837
2007-10-26,Crude Oil,1691376
2007-10-26,Distillate Fuel Oil,135279
2007-10-26,Motor Gasoline,195132
2007-11-02,Crude Oil,1690422
2007-11-02,Distillate Fuel Oil,135377
2007-11-02,Motor Gasoline,194313
2007-11-09,Crude Oil,1691711
2007-11-09,Distillate Fuel Oil,133412
2007-11-09,Motor Gasoline,195027
2007-11-16,Crude Oil,1684926
2007-11-16,Distillate Fuel Oil,131005
2007-11-16,Motor Gasoline,195190
2007-11-23,Crude Oil,1683143
2007-11-23,Distillate Fuel Oil,130916
2007-11-23,Motor Gasoline,196628
2007-11-30,Crude Oil,1679988
2007-11-30,Distillate Fuel Oil,132344
2007-11-30,Motor Gasoline,200623
2007-12-07,Crude Oil,1678536
2007-12-07,Distillate Fuel Oil,131534
2007-12-07,Motor Gasoline,202241
2007-12-14,Crude Oil,1670282
2007-12-14,Distillate Fuel Oil,129376
2007-12-14,Motor Gasoline,205221
2007-12-21,Crude Oil,1659725
2007-12-21,Distillate Fuel Oil,126608
2007-12-21,Motor Gasoline,205857
2007-12-28,Crude Oil,1653240
2007-12-28,Distillate Fuel Oil,127177
2007-12-28,Motor Gasoline,207842
2008-01-04,Crude Oil,1645573
2008-01-04,Distillate Fuel Oil,128693
2008-01-04,Motor Gasoline,213063
2008-01-11,Crude Oil,1650706
2008-01-11,Distillate Fuel Oil,129845
2008-01-11,Motor Gasoline,215256
2008-01-18,Crude Oil,1652935
2008-01-18,Distillate Fuel Oil,128543
2008-01-18,Motor Gasoline,220341
2008-01-25,Crude Oil,1651982
2008-01-25,Distillate Fuel Oil,127004
2008-01-25,Motor Gasoline,223899
2008-02-01,Crude Oil,1661448
2008-02-01,Distillate Fuel Oil,127139
2008-02-01,Motor Gasoline,227487
2008-02-08,Crude Oil,1662319
2008-02-08,Distillate Fuel Oil,126973
2008-02-08,Motor Gasoline,229236
2008-02-15,Crude Oil,1658612
2008-02-15,Distillate Fuel Oil,122527
2008-02-15,Motor Gasoline,230264
2008-02-22,Crude Oil,1661498
2008-02-22,Distillate Fuel Oil,119952
2008-02-22,Motor Gasoline,232619
2008-02-29,Crude Oil,1657174
2008-02-29,Distillate Fuel Oil,117625
2008-02-29,Motor Gasoline,234276
2008-03-07,Crude Oil,1664093
2008-03-07,Distillate Fuel Oil,116400
2008-03-07,Motor Gasoline,235967
2008-03-14,Crude Oil,1661864
2008-03-14,Distillate Fuel Oil,113490
2008-03-14,Motor Gasoline,232520
2008-03-21,Crude Oil,1655330
2008-03-21,Distillate Fuel Oil,111349
2008-03-21,Motor Gasoline,229235
2008-03-28,Crude Oil,1657077
2008-03-28,Distillate Fuel Oil,109720
2008-03-28,Motor Gasoline,224710
2008-04-04,Crude Oil,1649037
2008-04-04,Distillate Fuel Oil,106027
2008-04-04,Motor Gasoline,221268
2008-04-11,Crude Oil,1641673
2008-04-11,Distillate Fuel Oil,106079
2008-04-11,Motor Gasoline,215751
2008-04-18,Crude Oil,1642580
2008-04-18,Distillate Fuel Oil,104702
2008-04-18,Motor Gasoline,212572
2008-04-25,Crude Oil,1651619
2008-04-25,Distillate Fuel Oil,105831
2008-04-25,Motor Gasoline,211089
2008-05-02,Crude Oil,1657102
2008-05-02,Distillate Fuel Oil,105724
2008-05-02,Motor Gasoline,211883
2008-05-09,Crude Oil,1662804
2008-05-09,Distillate Fuel Oil,107062
2008-05-09,Motor Gasoline,210168
2008-05-16,Crude Oil,1663044
2008-05-16,Distillate Fuel Oil,107790
2008-05-16,Motor Gasoline,209413
2008-05-23,Crude Oil,1653940
2008-05-23,Distillate Fuel Oil,109431
2008-05-23,Motor Gasoline,206155
2008-05-30,Crude Oil,1655015
2008-05-30,Distillate Fuel Oil,111704
2008-05-30,Motor Gasoline,209090
2008-06-06,Crude Oil,1655398
2008-06-06,Distillate Fuel Oil,113981
2008-06-06,Motor Gasoline,210088
2008-06-13,Crude Oil,1656481
2008-06-13,Distillate Fuel Oil,116598
2008-06-13,Motor Gasoline,208910
2008-06-20,Crude Oil,1662057
2008-06-20,Distillate Fuel Oil,119421
2008-06-20,Motor Gasoline,208757
2008-06-27,Crude Oil,1665274
2008-06-27,Distillate Fuel Oil,120685
2008-06-27,Motor Gasoline,210857
2008-07-04,Crude Oil,1662264
2008-07-04,Distillate Fuel Oil,122501
2008-07-04,Motor Gasoline,211766
2008-07-11,Crude Oil,1669865
2008-07-11,Distillate Fuel Oil,125690
2008-07-11,Motor Gasoline,214238
2008-07-18,Crude Oil,1671944
2008-07-18,Distillate Fuel Oil,128109
2008-07-18,Motor Gasoline,217085
2008-07-25,Crude Oil,1674597
2008-07-25,Distillate Fuel Oil,130505
2008-07-25,Motor Gasoline,213560
2008-08-01,Crude Oil,1677642
2008-08-01,Distillate Fuel Oil,133346
2008-08-01,Motor Gasoline,209216
2008-08-08,Crude Oil,1672580
2008-08-08,Distillate Fuel Oil,131587
2008-08-08,Motor Gasoline,202822
2008-08-15,Crude Oil,1680862
2008-08-15,Distillate Fuel Oil,132068
2008-08-15,Motor Gasoline,196620
2008-08-22,Crude Oil,1683122
2008-08-22,Distillate Fuel Oil,132125
2008-08-22,Motor Gasoline,195441
2008-08-29,Crude Oil,1679508
2008-08-29,Distillate Fuel Oil,131712
2008-08-29,Motor Gasoline,194404
2008-09-05,Crude Oil,1664309
2008-09-05,Distillate Fuel Oil,130460
2008-09-05,Motor Gasoline,187942
2008-09-12,Crude Oil,1652333
2008-09-12,Distillate Fuel Oil,129625
2008-09-12,Motor Gasoline,184634
2008-09-19,Crude Oil,1633043
2008-09-19,Distillate Fuel Oil,125449
2008-09-19,Motor Gasoline,178739
2008-09-26,Crude Oil,1632148
2008-09-26,Distillate Fuel Oil,123090
2008-09-26,Motor Gasoline,179640
2008-10-03,Crude Oil,1649821
2008-10-03,Distillate Fuel Oil,122601
2008-10-03,Motor Gasoline,186815
2008-10-10,Crude Oil,1661304
2008-10-10,Distillate Fuel Oil,122148
2008-10-10,Motor Gasoline,193788
2008-10-17,Crude Oil,1670572
2008-10-17,Distillate Fuel Oil,124304
2008-10-17,Motor Gasoline,196497
2008-10-24,Crude Oil,1677228
2008-10-24,Distillate Fuel Oil,126629
2008-10-24,Motor Gasoline,194990
2008-10-31,Crude Oil,1682384
2008-10-31,Distillate Fuel Oil,127835
2008-10-31,Motor Gasoline,196113
2008-11-07,Crude Oil,1683427
2008-11-07,Distillate Fuel Oil,128351
2008-11-07,Motor Gasoline,198095
2008-11-14,Crude Oil,1686203
2008-11-14,Distillate Fuel Oil,126880
2008-11-14,Motor Gasoline,198634
2008-11-21,Crude Oil,1695896
2008-11-21,Distillate Fuel Oil,126694
2008-11-21,Motor Gasoline,200476
2008-11-28,Crude Oil,1695510
2008-11-28,Distillate Fuel Oil,124973
2008-11-28,Motor Gasoline,198942
2008-12-05,Crude Oil,1702131
2008-12-05,Distillate Fuel Oil,130587
2008-12-05,Motor Gasoline,202664
2008-12-12,Crude Oil,1699397
2008-12-12,Distillate Fuel Oil,133523
2008-12-12,Motor Gasoline,203959
2008-12-19,Crude Oil,1697806
2008-12-19,Distillate Fuel Oil,135337
2008-12-19,Motor Gasoline,207295
2008-12-26,Crude Oil,1693666
2008-12-26,Distillate Fuel Oil,136031
2008-12-26,Motor Gasoline,208103
2009-01-02,Crude Oil,1700699
2009-01-02,Distillate Fuel Oil,137821
2009-01-02,Motor Gasoline,211437
2009-01-09,Crude Oil,1709055
2009-01-09,Distillate Fuel Oil,144167
2009-01-09,Motor Gasoline,213505
2009-01-16,Crude Oil,1721019
2009-01-16,Distillate Fuel Oil,144957
2009-01-16,Motor Gasoline,219980
2009-01-23,Crude Oil,1725286
2009-01-23,Distillate Fuel Oil,143952
2009-01-23,Motor Gasoline,219859
2009-01-30,Crude Oil,1727432
2009-01-30,Distillate Fuel Oil,142591
2009-01-30,Motor Gasoline,220221
2009-02-06,Crude Oil,1730256
2009-02-06,Distillate Fuel Oil,141565
2009-02-06,Motor Gasoline,217559
2009-02-13,Crude Oil,1724167
2009-02-13,Distillate Fuel Oil,140752
2009-02-13,Motor Gasoline,218664
2009-02-20,Crude Oil,1721451
2009-02-20,Distillate Fuel Oil,141634
2009-02-20,Motor Gasoline,215342
2009-02-27,Crude Oil,1723216
2009-02-27,Distillate Fuel Oil,143296
2009-02-27,Motor Gasoline,215510
2009-03-06,Crude Oil,1726400
2009-03-06,Distillate Fuel Oil,145404
2009-03-06,Motor Gasoline,212517
2009-03-13,Crude Oil,1731252
2009-03-13,Distillate Fuel Oil,145516
2009-03-13,Motor Gasoline,215712
2009-03-20,Crude Oil,1735935
2009-03-20,Distillate Fuel Oil,143932
2009-03-20,Motor Gasoline,214568
2009-03-27,Crude Oil,1744022
2009-03-27,Distillate Fuel Oil,144153
2009-03-27,Motor Gasoline,216793
2009-04-03,Crude Oil,1748569
2009-04-03,Distillate Fuel Oil,140799
2009-04-03,Motor Gasoline,217449
2009-04-10,Crude Oil,1757997
2009-04-10,Distillate Fuel Oil,139629
2009-04-10,Motor Gasoline,216505
2009-04-17,Crude Oil,1770633
2009-04-17,Distillate Fuel Oil,142311
2009-04-17,Motor Gasoline,217307
2009-04-24,Crude Oil,1777282
2009-04-24,Distillate Fuel Oil,144105
2009-04-24,Motor Gasoline,212612
2009-05-01,Crude Oil,1787685
2009-05-01,Distillate Fuel Oil,146533
2009-05-01,Motor Gasoline,212445
2009-05-08,Crude Oil,1787294
2009-05-08,Distillate Fuel Oil,147455
2009-05-08,Motor Gasoline,208291
2009-05-15,Crude Oil,1787269
2009-05-15,Distillate Fuel Oil,148127
2009-05-15,Motor Gasoline,203954
2009-05-22,Crude Oil,1790757
2009-05-22,Distillate Fuel Oil,148375
2009-05-22,Motor Gasoline,203417
2009-05-29,Crude Oil,1805918
2009-05-29,Distillate Fuel Oil,150036
2009-05-29,Motor Gasoline,203202
2009-06-05,Crude Oil,1804190
2009-06-05,Distillate Fuel Oil,149718
2009-06-05,Motor Gasoline,201649
2009-06-12,Crude Oil,1803228
2009-06-12,Distillate Fuel Oil,150026
2009-06-12,Motor Gasoline,205034
2009-06-19,Crude Oil,1809037
2009-06-19,Distillate Fuel Oil,152103
2009-06-19,Motor Gasoline,208905
2009-06-26,Crude Oil,1814063
2009-06-26,Distillate Fuel Oil,154999
2009-06-26,Motor Gasoline,211238
2009-07-03,Crude Oil,1819395
2009-07-03,Distillate Fuel Oil,158738
2009-07-03,Motor Gasoline,213140
2009-07-10,Crude Oil,1821578
2009-07-10,Distillate Fuel Oil,159291
2009-07-10,Motor Gasoline,214578
2009-07-17,Crude Oil,1823434
2009-07-17,Distillate Fuel Oil,160509
2009-07-17,Motor Gasoline,215391
2009-07-24,Crude Oil,1829017
2009-07-24,Distillate Fuel Oil,162617
2009-07-24,Motor Gasoline,213076
2009-07-31,Crude Oil,1826259
2009-07-31,Distillate Fuel Oil,161481
2009-07-31,Motor Gasoline,212858
2009-08-07,Crude Oil,1827603
2009-08-07,Distillate Fuel Oil,162267
2009-08-07,Motor Gasoline,211931
2009-08-14,Crude Oil,1814805
2009-08-14,Distillate Fuel Oil,161617
2009-08-14,Motor Gasoline,209754
2009-08-21,Crude Oil,1811664
2009-08-21,Distillate Fuel Oil,162384
2009-08-21,Motor Gasoline,208054
2009-08-28,Crude Oil,1807201
2009-08-28,Distillate Fuel Oil,163563
2009-08-28,Motor Gasoline,205085
2009-09-04,Crude Oil,1802182
2009-09-04,Distillate Fuel Oil,165556
2009-09-04,Motor Gasoline,207153
2009-09-11,Crude Oil,1799408
2009-09-11,Distillate Fuel Oil,167793
2009-09-11,Motor Gasoline,207700
2009-09-18,Crude Oil,1807956
2009-09-18,Distillate Fuel Oil,170754
2009-09-18,Motor Gasoline,213109
2009-09-25,Crude Oil,1812565
2009-09-25,Distillate Fuel Oil,171077
2009-09-25,Motor Gasoline,211452
2009-10-02,Crude Oil,1816158
2009-10-02,Distillate Fuel Oil,171756
2009-10-02,Motor Gasoline,214389
2009-10-09,Crude Oil,1810356
2009-10-09,Distillate Fuel Oil,170672
2009-10-09,Motor Gasoline,209159
2009-10-16,Crude Oil,1806214
2009-10-16,Distillate Fuel Oil,169888
2009-10-16,Motor Gasoline,206945
2009-10-23,Crude Oil,1804606
2009-10-23,Distillate Fuel Oil,167754
2009-10-23,Motor Gasoline,208564
2009-10-30,Crude Oil,1796213
2009-10-30,Distillate Fuel Oil,167376
2009-10-30,Motor Gasoline,208277
2009-11-06,Crude Oil,1797182
2009-11-06,Distillate Fuel Oil,167725
2009-11-06,Motor Gasoline,210837
2009-11-13,Crude Oil,1793022
2009-11-13,Distillate Fuel Oil,167397
2009-11-13,Motor Gasoline,209082
2009-11-20,Crude Oil,1792146
2009-11-20,Distillate Fuel Oil,166868
2009-11-20,Motor Gasoline,210085
2009-11-27,Crude Oil,1798088
2009-11-27,Distillate Fuel Oil,165698
2009-11-27,Motor Gasoline,214081
2009-12-04,Crude Oil,1794359
2009-12-04,Distillate Fuel Oil,167317
2009-12-04,Motor Gasoline,216334
2009-12-11,Crude Oil,1781679
2009-12-11,Distillate Fuel Oil,164363
2009-12-11,Motor Gasoline,217213
2009-12-18,Crude Oil,1767534
2009-12-18,Distillate Fuel Oil,161336
2009-12-18,Motor Gasoline,216330
2009-12-25,Crude Oil,1759407
2009-12-25,Distillate Fuel Oil,159281
2009-12-25,Motor Gasoline,215964
2010-01-01,Crude Oil,1754936
2010-01-01,Distillate Fuel Oil,159048
2010-01-01,Motor Gasoline,219701
2010-01-08,Crude Oil,1758478
2010-01-08,Distillate Fuel Oil,160401
2010-01-08,Motor Gasoline,223492
2010-01-15,Crude Oil,1756898
2010-01-15,Distillate Fuel Oil,157138
2010-01-15,Motor Gasoline,227442
2010-01-22,Crude Oil,1751163
2010-01-22,Distillate Fuel Oil,157496
2010-01-22,Motor Gasoline,229427
2010-01-29,Crude Oil,1751934
2010-01-29,Distillate Fuel Oil,156548
2010-01-29,Motor Gasoline,228121
2010-02-05,Crude Oil,1753694
2010-02-05,Distillate Fuel Oil,156192
2010-02-05,Motor Gasoline,230445
2010-02-12,Crude Oil,1751277
2010-02-12,Distillate Fuel Oil,153255
2010-02-12,Motor Gasoline,232065
2010-02-19,Crude Oil,1752720
2010-02-19,Distillate Fuel Oil,152664
2010-02-19,Motor Gasoline,231170
2010-02-26,Crude Oil,1752368
2010-02-26,Distillate Fuel Oil,151821
2010-02-26,Motor Gasoline,231943
2010-03-05,Crude Oil,1747088
2010-03-05,Distillate Fuel Oil,149604
2010-03-05,Motor Gasoline,228984
2010-03-12,Crude Oil,1744645
2010-03-12,Distillate Fuel Oil,148113
2010-03-12,Motor Gasoline,227274
2010-03-19,Crude Oil,1744995
2010-03-19,Distillate Fuel Oil,145691
2010-03-19,Motor Gasoline,224559
2010-03-26,Crude Oil,1748201
2010-03-26,Distillate Fuel Oil,144606
2010-03-26,Motor Gasoline,224872
2010-04-02,Crude Oil,1755527
2010-04-02,Distillate Fuel Oil,145680
2010-04-02,Motor Gasoline,222374
2010-04-09,Crude Oil,1755240
2010-04-09,Distillate Fuel Oil,146787
2010-04-09,Motor Gasoline,221338
2010-04-16,Crude Oil,1765982
2010-04-16,Distillate Fuel Oil,148883
2010-04-16,Motor Gasoline,224925
2010-04-23,Crude Oil,1778874
2010-04-23,Distillate Fuel Oil,151820
2010-04-23,Motor Gasoline,223685
2010-04-30,Crude Oil,1788665
2010-04-30,Distillate Fuel Oil,152393
2010-04-30,Motor Gasoline,224942
2010-05-07,Crude Oil,1792060
2010-05-07,Distillate Fuel Oil,153789
2010-05-07,Motor Gasoline,222128
2010-05-14,Crude Oil,1793258
2010-05-14,Distillate Fuel Oil,152810
2010-05-14,Motor Gasoline,221834
2010-05-21,Crude Oil,1799092
2010-05-21,Distillate Fuel Oil,152543
2010-05-21,Motor Gasoline,221631
2010-05-28,Crude Oil,1796826
2010-05-28,Distillate Fuel Oil,152988
2010-05-28,Motor Gasoline,218984
2010-06-04,Crude Oil,1796533
2010-06-04,Distillate Fuel Oil,154824
2010-06-04,Motor Gasoline,218976
2010-06-11,Crude Oil,1800968
2010-06-11,Distillate Fuel Oil,156622
2010-06-11,Motor Gasoline,218340
2010-06-18,Crude Oil,1803647
2010-06-18,Distillate Fuel Oil,156919
2010-06-18,Motor Gasoline,217578
2010-06-25,Crude Oil,1807220
2010-06-25,Distillate Fuel Oil,159376
2010-06-25,Motor Gasoline,218115
2010-07-02,Crude Oil,1807498
2010-07-02,Distillate Fuel Oil,159697
2010-07-02,Motor Gasoline,219435
2010-07-09,Crude Oil,1810684
2010-07-09,Distillate Fuel Oil,162640
2010-07-09,Motor Gasoline,221036
2010-07-16,Crude Oil,1815813
2010-07-16,Distillate Fuel Oil,166575
2010-07-16,Motor Gasoline,222154
2010-07-23,Crude Oil,1824809
2010-07-23,Distillate Fuel Oil,167513
2010-07-23,Motor Gasoline,222245
2010-07-30,Crude Oil,1830911
2010-07-30,Distillate Fuel Oil,169686
2010-07-30,Motor Gasoline,222974
2010-08-06,Crude Oil,1831034
2010-08-06,Distillate Fuel Oil,173142
2010-08-06,Motor Gasoline,223383
2010-08-13,Crude Oil,1836371
2010-08-13,Distillate Fuel Oil,174211
2010-08-13,Motor Gasoline,223344
2010-08-20,Crude Oil,1845290
2010-08-20,Distillate Fuel Oil,175974
2010-08-20,Motor Gasoline,225617
2010-08-27,Crude Oil,1849326
2010-08-27,Distillate Fuel Oil,175235
2010-08-27,Motor Gasoline,225405
2010-09-03,Crude Oil,1849605
2010-09-03,Distillate Fuel Oil,174847
2010-09-03,Motor Gasoline,225162
2010-09-10,Crude Oil,1846687
2010-09-10,Distillate Fuel Oil,174507
2010-09-10,Motor Gasoline,224468
2010-09-17,Crude Oil,1849580
2010-09-17,Distillate Fuel Oil,174854
2010-09-17,Motor Gasoline,226058
2010-09-24,Crude Oil,1844639
2010-09-24,Distillate Fuel Oil,173589
2010-09-24,Motor Gasoline,222589
2010-10-01,Crude Oil,1844479
2010-10-01,Distillate Fuel Oil,172465
2010-10-01,Motor Gasoline,219943
2010-10-08,Crude Oil,1839968
2010-10-08,Distillate Fuel Oil,172210
2010-10-08,Motor Gasoline,218174
2010-10-15,Crude Oil,1837944
2010-10-15,Distillate Fuel Oil,170055
2010-10-15,Motor Gasoline,219329
2010-10-22,Crude Oil,1838571
2010-10-22,Distillate Fuel Oil,168442
2010-10-22,Motor Gasoline,214942
2010-10-29,Crude Oil,1833111
2010-10-29,Distillate Fuel Oil,164874
2010-10-29,Motor Gasoline,212253
2010-11-05,Crude Oil,1821024
2010-11-05,Distillate Fuel Oil,159902
2010-11-05,Motor Gasoline,210336
2010-11-12,Crude Oil,1811920
2010-11-12,Distillate Fuel Oil,158792
2010-11-12,Motor Gasoline,207679
2010-11-19,Crude Oil,1811662
2010-11-19,Distillate Fuel Oil,158251
2010-11-19,Motor Gasoline,209592
2010-11-26,Crude Oil,1811618
2010-11-26,Distillate Fuel Oil,158057
2010-11-26,Motor Gasoline,210153
2010-12-03,Crude Oil,1805989
2010-12-03,Distillate Fuel Oil,160211
2010-12-03,Motor Gasoline,213964
2010-12-10,Crude Oil,1790354
2010-12-10,Distillate Fuel Oil,161305
2010-12-10,Motor Gasoline,214773
2010-12-17,Crude Oil,1784349
2010-12-17,Distillate Fuel Oil,160716
2010-12-17,Motor Gasoline,217173
2010-12-24,Crude Oil,1775190
2010-12-24,Distillate Fuel Oil,160959
2010-12-24,Motor Gasoline,214857
2010-12-31,Crude Oil,1768864
2010-12-31,Distillate Fuel Oil,162107
2010-12-31,Motor Gasoline,218146
2011-01-07,Crude Oil,1769567
2011-01-07,Distillate Fuel Oil,164759
2011-01-07,Motor Gasoline,223227
2011-01-14,Crude Oil,1771930
2011-01-14,Distillate Fuel Oil,165797
2011-01-14,Motor Gasoline,227670
2011-01-21,Crude Oil,1774326
2011-01-21,Distillate Fuel Oil,165657
2011-01-21,Motor Gasoline,230074
2011-01-28,Crude Oil,1779865
2011-01-28,Distillate Fuel Oil,164078
